Year,State,StateUnemploymentRate
1990/12/1,Pennsylvania,6.3
1990/12/1,Rhode Island,7.3
1990/12/1,South Carolina,5.4
1990/12/1,South Dakota,3.6
1990/12/1,Tennessee,6.1
1990/12/1,Texas,6.7
1990/12/1,Utah,4.5
1990/12/1,Vermont,5.6
1990/12/1,Virginia,5.3
1990/12/1,Washington,5.5
1990/12/1,West Virginia,9.8
1990/12/1,Wisconsin,5.1
1990/12/1,Wyoming,5.1
1991/1/1,Alabama,7.2
1991/1/1,Alaska,7.6
1991/1/1,Arizona,4.9
1991/1/1,Arkansas,7.4
1991/1/1,California,7.1
1991/1/1,Colorado,5.1
1991/1/1,Connecticut,5.9
1991/1/1,Delaware,6.5
1991/1/1,District of Columbia,7
1991/1/1,Florida,7
1991/1/1,Georgia,5.7
1991/1/1,Hawaii,2.5
1991/1/1,Idaho,6.4
1991/1/1,Illinois,6.5
1991/1/1,Indiana,5.8
1991/1/1,Iowa,4.8
1991/1/1,Kansas,4.7
1991/1/1,Kentucky,7.1
1991/1/1,Louisiana,7.1
1991/1/1,Maine,7.7
1991/1/1,Maryland,5.7
1991/1/1,Massachusetts,8.1
1991/1/1,Michigan,8.8
1991/1/1,Minnesota,5.1
1991/1/1,Mississippi,8.4
1991/1/1,Missouri,6.8
1991/1/1,Montana,7
1991/1/1,Nebraska,2.5
1991/1/1,Nevada,5.6
1991/1/1,New Hampshire,6.3
1991/1/1,New Jersey,6.2
1991/1/1,New Mexico,7.3
1991/1/1,New York,6.4
1991/1/1,North Carolina,5.6
1991/1/1,North Dakota,4.2
1991/1/1,Ohio,6.4
1991/1/1,Oklahoma,6.1
1991/1/1,Oregon,5.8
1991/1/1,Pennsylvania,6.5
1991/1/1,Rhode Island,7.6
1991/1/1,South Carolina,5.5
1991/1/1,South Dakota,3.6
1991/1/1,Tennessee,6.2
1991/1/1,Texas,6.8
1991/1/1,Utah,4.6
1991/1/1,Vermont,5.7
1991/1/1,Virginia,5.5
1991/1/1,Washington,5.6
1991/1/1,West Virginia,10
1991/1/1,Wisconsin,5.4
1991/1/1,Wyoming,5.1
1991/2/1,Alabama,7.3
1991/2/1,Alaska,7.8
1991/2/1,Arizona,4.9
1991/2/1,Arkansas,7.4
1991/2/1,California,7.4
1991/2/1,Colorado,5.1
1991/2/1,Connecticut,6
1991/2/1,Delaware,6.5
1991/2/1,District of Columbia,7.1
1991/2/1,Florida,7.1
1991/2/1,Georgia,5.7
1991/2/1,Hawaii,2.6
1991/2/1,Idaho,6.5
1991/2/1,Illinois,6.6
1991/2/1,Indiana,5.9
1991/2/1,Iowa,4.8
1991/2/1,Kansas,4.7
1991/2/1,Kentucky,7.3
1991/2/1,Louisiana,7.2
1991/2/1,Maine,8.1
1991/2/1,Maryland,5.9
1991/2/1,Massachusetts,8.3
1991/2/1,Michigan,9.2
1991/2/1,Minnesota,5.2
1991/2/1,Mississippi,8.6
1991/2/1,Missouri,6.8
1991/2/1,Montana,7.1
1991/2/1,Nebraska,2.5
1991/2/1,Nevada,5.7
1991/2/1,New Hampshire,6.5
1991/2/1,New Jersey,6.4
1991/2/1,New Mexico,7.4
1991/2/1,New York,6.7
1991/2/1,North Carolina,5.8
1991/2/1,North Dakota,4.3
1991/2/1,Ohio,6.5
1991/2/1,Oklahoma,6.1
1991/2/1,Oregon,5.8
1991/2/1,Pennsylvania,6.7
1991/2/1,Rhode Island,7.9
1991/2/1,South Carolina,5.7
1991/2/1,South Dakota,3.6
1991/2/1,Tennessee,6.4
1991/2/1,Texas,6.8
1991/2/1,Utah,4.6
1991/2/1,Vermont,5.9
1991/2/1,Virginia,5.6
1991/2/1,Washington,5.8
1991/2/1,West Virginia,10.1
1991/2/1,Wisconsin,5.6
1991/2/1,Wyoming,5
1991/3/1,Alabama,7.3
1991/3/1,Alaska,8
1991/3/1,Arizona,5
1991/3/1,Arkansas,7.5
1991/3/1,California,7.6
1991/3/1,Colorado,5.2
1991/3/1,Connecticut,6.2
1991/3/1,Delaware,6.4
1991/3/1,District of Columbia,7.3
1991/3/1,Florida,7.3
1991/3/1,Georgia,5.6
1991/3/1,Hawaii,2.6
1991/3/1,Idaho,6.5
1991/3/1,Illinois,6.7
1991/3/1,Indiana,6
1991/3/1,Iowa,4.8
1991/3/1,Kansas,4.7
1991/3/1,Kentucky,7.5
1991/3/1,Louisiana,7.3
1991/3/1,Maine,8.3
1991/3/1,Maryland,6
1991/3/1,Massachusetts,8.6
1991/3/1,Michigan,9.4
1991/3/1,Minnesota,5.2
1991/3/1,Mississippi,8.7
1991/3/1,Missouri,6.9
1991/3/1,Montana,7.2
1991/3/1,Nebraska,2.6
1991/3/1,Nevada,5.8
1991/3/1,New Hampshire,6.6
1991/3/1,New Jersey,6.5
1991/3/1,New Mexico,7.5
1991/3/1,New York,7
1991/3/1,North Carolina,5.9
1991/3/1,North Dakota,4.4
1991/3/1,Ohio,6.6
1991/3/1,Oklahoma,6.1
1991/3/1,Oregon,5.9
1991/3/1,Pennsylvania,6.9
1991/3/1,Rhode Island,8.2
1991/3/1,South Carolina,5.8
1991/3/1,South Dakota,3.6
1991/3/1,Tennessee,6.5
1991/3/1,Texas,6.9
1991/3/1,Utah,4.7
1991/3/1,Vermont,6
1991/3/1,Virginia,5.7
1991/3/1,Washington,5.9
1991/3/1,West Virginia,10.3
1991/3/1,Wisconsin,5.7
1991/3/1,Wyoming,5
1991/4/1,Alabama,7.4
1991/4/1,Alaska,8.1
1991/4/1,Arizona,5.1
1991/4/1,Arkansas,7.5
1991/4/1,California,7.7
1991/4/1,Colorado,5.2
1991/4/1,Connecticut,6.3
1991/4/1,Delaware,6.3
1991/4/1,District of Columbia,7.4
1991/4/1,Florida,7.4
1991/4/1,Georgia,5.5
1991/4/1,Hawaii,2.7
1991/4/1,Idaho,6.4
1991/4/1,Illinois,6.8
1991/4/1,Indiana,6
1991/4/1,Iowa,4.8
1991/4/1,Kansas,4.7
1991/4/1,Kentucky,7.5
1991/4/1,Louisiana,7.3
1991/4/1,Maine,8.4
1991/4/1,Maryland,6
1991/4/1,Massachusetts,8.8
1991/4/1,Michigan,9.5
1991/4/1,Minnesota,5.3
1991/4/1,Mississippi,8.8
1991/4/1,Missouri,6.8
1991/4/1,Montana,7.1
1991/4/1,Nebraska,2.6
1991/4/1,Nevada,5.9
1991/4/1,New Hampshire,6.7
1991/4/1,New Jersey,6.6
1991/4/1,New Mexico,7.5
1991/4/1,New York,7.2
1991/4/1,North Carolina,6
1991/4/1,North Dakota,4.4
1991/4/1,Ohio,6.6
1991/4/1,Oklahoma,6
1991/4/1,Oregon,5.9
1991/4/1,Pennsylvania,7
1991/4/1,Rhode Island,8.3
1991/4/1,South Carolina,5.9
1991/4/1,South Dakota,3.6
1991/4/1,Tennessee,6.6
1991/4/1,Texas,6.9
1991/4/1,Utah,4.7
1991/4/1,Vermont,6
1991/4/1,Virginia,5.8
1991/4/1,Washington,5.9
1991/4/1,West Virginia,10.4
1991/4/1,Wisconsin,5.7
1991/4/1,Wyoming,4.9
1991/5/1,Alabama,7.4
1991/5/1,Alaska,8.2
1991/5/1,Arizona,5.3
1991/5/1,Arkansas,7.4
1991/5/1,California,7.8
1991/5/1,Colorado,5.2
1991/5/1,Connecticut,6.4
1991/5/1,Delaware,6.1
1991/5/1,District of Columbia,7.6
1991/5/1,Florida,7.5
1991/5/1,Georgia,5.4
1991/5/1,Hawaii,2.7
1991/5/1,Idaho,6.4
1991/5/1,Illinois,6.9
1991/5/1,Indiana,5.9
1991/5/1,Iowa,4.7
1991/5/1,Kansas,4.6
1991/5/1,Kentucky,7.5
1991/5/1,Louisiana,7.3
1991/5/1,Maine,8.2
1991/5/1,Maryland,6
1991/5/1,Massachusetts,8.9
1991/5/1,Michigan,9.5
1991/5/1,Minnesota,5.2
1991/5/1,Mississippi,8.7
1991/5/1,Missouri,6.7
1991/5/1,Montana,7
1991/5/1,Nebraska,2.7
1991/5/1,Nevada,5.9
1991/5/1,New Hampshire,6.8
1991/5/1,New Jersey,6.6
1991/5/1,New Mexico,7.4
1991/5/1,New York,7.3
1991/5/1,North Carolina,6
1991/5/1,North Dakota,4.5
1991/5/1,Ohio,6.6
1991/5/1,Oklahoma,6
1991/5/1,Oregon,5.9
1991/5/1,Pennsylvania,7
1991/5/1,Rhode Island,8.4
1991/5/1,South Carolina,5.9
1991/5/1,South Dakota,3.6
1991/5/1,Tennessee,6.6
1991/5/1,Texas,6.9
1991/5/1,Utah,4.8
1991/5/1,Vermont,6.1
1991/5/1,Virginia,5.8
1991/5/1,Washington,6
1991/5/1,West Virginia,10.5
1991/5/1,Wisconsin,5.6
1991/5/1,Wyoming,4.9
1991/6/1,Alabama,7.3
1991/6/1,Alaska,8.3
1991/6/1,Arizona,5.5
1991/6/1,Arkansas,7.3
1991/6/1,California,7.8
1991/6/1,Colorado,5.2
1991/6/1,Connecticut,6.6
1991/6/1,Delaware,5.9
1991/6/1,District of Columbia,7.7
1991/6/1,Florida,7.6
1991/6/1,Georgia,5.3
1991/6/1,Hawaii,2.7
1991/6/1,Idaho,6.3
1991/6/1,Illinois,7.1
1991/6/1,Indiana,5.7
1991/6/1,Iowa,4.7
1991/6/1,Kansas,4.5
1991/6/1,Kentucky,7.4
1991/6/1,Louisiana,7.3
1991/6/1,Maine,8
1991/6/1,Maryland,5.9
1991/6/1,Massachusetts,9
1991/6/1,Michigan,9.4
1991/6/1,Minnesota,5.2
1991/6/1,Mississippi,8.6
1991/6/1,Missouri,6.7
1991/6/1,Montana,6.9
1991/6/1,Nebraska,2.7
1991/6/1,Nevada,5.8
1991/6/1,New Hampshire,6.9
1991/6/1,New Jersey,6.7
1991/6/1,New Mexico,7.3
1991/6/1,New York,7.4
1991/6/1,North Carolina,6
1991/6/1,North Dakota,4.5
1991/6/1,Ohio,6.6
1991/6/1,Oklahoma,6
1991/6/1,Oregon,6
1991/6/1,Pennsylvania,6.9
1991/6/1,Rhode Island,8.5
1991/6/1,South Carolina,6
1991/6/1,South Dakota,3.6
1991/6/1,Tennessee,6.6
1991/6/1,Texas,6.9
1991/6/1,Utah,4.8
1991/6/1,Vermont,6
1991/6/1,Virginia,5.8
1991/6/1,Washington,6
1991/6/1,West Virginia,10.6
1991/6/1,Wisconsin,5.4
1991/6/1,Wyoming,4.8
1991/7/1,Alabama,7.3
1991/7/1,Alaska,8.4
1991/7/1,Arizona,5.8
1991/7/1,Arkansas,7.2
1991/7/1,California,7.9
1991/7/1,Colorado,5.2
1991/7/1,Connecticut,6.7
1991/7/1,Delaware,5.8
1991/7/1,District of Columbia,7.8
1991/7/1,Florida,7.7
1991/7/1,Georgia,5.1
1991/7/1,Hawaii,2.7
1991/7/1,Idaho,6.2
1991/7/1,Illinois,7.2
1991/7/1,Indiana,5.5
1991/7/1,Iowa,4.6
1991/7/1,Kansas,4.4
1991/7/1,Kentucky,7.4
1991/7/1,Louisiana,7.2
1991/7/1,Maine,7.6
1991/7/1,Maryland,5.8
1991/7/1,Massachusetts,9.1
1991/7/1,Michigan,9.3
1991/7/1,Minnesota,5.1
1991/7/1,Mississippi,8.5
1991/7/1,Missouri,6.5
1991/7/1,Montana,6.8
1991/7/1,Nebraska,2.7
1991/7/1,Nevada,5.8
1991/7/1,New Hampshire,6.9
1991/7/1,New Jersey,6.7
1991/7/1,New Mexico,7.2
1991/7/1,New York,7.4
1991/7/1,North Carolina,5.9
1991/7/1,North Dakota,4.4
1991/7/1,Ohio,6.5
1991/7/1,Oklahoma,6
1991/7/1,Oregon,6.1
1991/7/1,Pennsylvania,6.9
1991/7/1,Rhode Island,8.5
1991/7/1,South Carolina,6.1
1991/7/1,South Dakota,3.5
1991/7/1,Tennessee,6.6
1991/7/1,Texas,6.9
1991/7/1,Utah,4.8
1991/7/1,Vermont,6
1991/7/1,Virginia,5.8
1991/7/1,Washington,6
1991/7/1,West Virginia,10.7
1991/7/1,Wisconsin,5.3
1991/7/1,Wyoming,4.8
1991/8/1,Alabama,7.3
1991/8/1,Alaska,8.5
1991/8/1,Arizona,6.1
1991/8/1,Arkansas,7.2
1991/8/1,California,7.9
1991/8/1,Colorado,5.2
1991/8/1,Connecticut,6.7
1991/8/1,Delaware,5.6
1991/8/1,District of Columbia,7.9
1991/8/1,Florida,7.8
1991/8/1,Georgia,5
1991/8/1,Hawaii,2.8
1991/8/1,Idaho,6.2
1991/8/1,Illinois,7.4
1991/8/1,Indiana,5.4
1991/8/1,Iowa,4.6
1991/8/1,Kansas,4.3
1991/8/1,Kentucky,7.3
1991/8/1,Louisiana,7.2
1991/8/1,Maine,7.4
1991/8/1,Maryland,5.8
1991/8/1,Massachusetts,9.1
1991/8/1,Michigan,9.2
1991/8/1,Minnesota,5
1991/8/1,Mississippi,8.3
1991/8/1,Missouri,6.4
1991/8/1,Montana,6.7
1991/8/1,Nebraska,2.7
1991/8/1,Nevada,5.8
1991/8/1,New Hampshire,6.9
1991/8/1,New Jersey,6.8
1991/8/1,New Mexico,7.1
1991/8/1,New York,7.4
1991/8/1,North Carolina,5.8
1991/8/1,North Dakota,4.4
1991/8/1,Ohio,6.4
1991/8/1,Oklahoma,5.9
1991/8/1,Oregon,6.2
1991/8/1,Pennsylvania,6.8
1991/8/1,Rhode Island,8.5
1991/8/1,South Carolina,6.2
1991/8/1,South Dakota,3.5
1991/8/1,Tennessee,6.7
1991/8/1,Texas,6.9
1991/8/1,Utah,4.8
1991/8/1,Vermont,5.9
1991/8/1,Virginia,5.8
1991/8/1,Washington,6.1
1991/8/1,West Virginia,10.8
1991/8/1,Wisconsin,5.2
1991/8/1,Wyoming,4.8
1991/9/1,Alabama,7.3
1991/9/1,Alaska,8.6
1991/9/1,Arizona,6.4
1991/9/1,Arkansas,7.1
1991/9/1,California,8
1991/9/1,Colorado,5.3
1991/9/1,Connecticut,6.8
1991/9/1,Delaware,5.5
1991/9/1,District of Columbia,8
1991/9/1,Florida,7.9
1991/9/1,Georgia,4.9
1991/9/1,Hawaii,2.9
1991/9/1,Idaho,6.2
1991/9/1,Illinois,7.7
1991/9/1,Indiana,5.4
1991/9/1,Iowa,4.6
1991/9/1,Kansas,4.2
1991/9/1,Kentucky,7.2
1991/9/1,Louisiana,7.1
1991/9/1,Maine,7.3
1991/9/1,Maryland,5.8
1991/9/1,Massachusetts,9.1
1991/9/1,Michigan,9.2
1991/9/1,Minnesota,5
1991/9/1,Mississippi,8.1
1991/9/1,Missouri,6.4
1991/9/1,Montana,6.8
1991/9/1,Nebraska,2.7
1991/9/1,Nevada,5.9
1991/9/1,New Hampshire,6.9
1991/9/1,New Jersey,6.9
1991/9/1,New Mexico,7
1991/9/1,New York,7.5
1991/9/1,North Carolina,5.8
1991/9/1,North Dakota,4.3
1991/9/1,Ohio,6.4
1991/9/1,Oklahoma,5.9
1991/9/1,Oregon,6.3
1991/9/1,Pennsylvania,6.9
1991/9/1,Rhode Island,8.6
1991/9/1,South Carolina,6.4
1991/9/1,South Dakota,3.5
1991/9/1,Tennessee,6.7
1991/9/1,Texas,7
1991/9/1,Utah,4.8
1991/9/1,Vermont,5.9
1991/9/1,Virginia,5.8
1991/9/1,Washington,6.2
1991/9/1,West Virginia,10.9
1991/9/1,Wisconsin,5.2
1991/9/1,Wyoming,4.9
1991/10/1,Alabama,7.3
1991/10/1,Alaska,8.7
1991/10/1,Arizona,6.8
1991/10/1,Arkansas,7.2
1991/10/1,California,8.1
1991/10/1,Colorado,5.4
1991/10/1,Connecticut,6.9
1991/10/1,Delaware,5.5
1991/10/1,District of Columbia,8.1
1991/10/1,Florida,8
1991/10/1,Georgia,5
1991/10/1,Hawaii,3
1991/10/1,Idaho,6.3
1991/10/1,Illinois,7.9
1991/10/1,Indiana,5.5
1991/10/1,Iowa,4.6
1991/10/1,Kansas,4.2
1991/10/1,Kentucky,7.2
1991/10/1,Louisiana,7.2
1991/10/1,Maine,7.3
1991/10/1,Maryland,6
1991/10/1,Massachusetts,9.1
1991/10/1,Michigan,9.2
1991/10/1,Minnesota,5
1991/10/1,Mississippi,8
1991/10/1,Missouri,6.3
1991/10/1,Montana,6.8
1991/10/1,Nebraska,2.7
1991/10/1,Nevada,6
1991/10/1,New Hampshire,7
1991/10/1,New Jersey,7.1
1991/10/1,New Mexico,7.1
1991/10/1,New York,7.6
1991/10/1,North Carolina,5.9
1991/10/1,North Dakota,4.3
1991/10/1,Ohio,6.5
1991/10/1,Oklahoma,5.9
1991/10/1,Oregon,6.6
1991/10/1,Pennsylvania,7
1991/10/1,Rhode Island,8.7
1991/10/1,South Carolina,6.5
1991/10/1,South Dakota,3.4
1991/10/1,Tennessee,6.7
1991/10/1,Texas,7.1
1991/10/1,Utah,4.8
1991/10/1,Vermont,5.9
1991/10/1,Virginia,5.9
1991/10/1,Washington,6.4
1991/10/1,West Virginia,11
1991/10/1,Wisconsin,5.2
1991/10/1,Wyoming,5
1991/11/1,Alabama,7.4
1991/11/1,Alaska,8.9
1991/11/1,Arizona,7.1
1991/11/1,Arkansas,7.2
1991/11/1,California,8.2
1991/11/1,Colorado,5.6
1991/11/1,Connecticut,7
1991/11/1,Delaware,5.5
1991/11/1,District of Columbia,8.2
1991/11/1,Florida,8.1
1991/11/1,Georgia,5.1
1991/11/1,Hawaii,3.1
1991/11/1,Idaho,6.3
1991/11/1,Illinois,8.2
1991/11/1,Indiana,5.6
1991/11/1,Iowa,4.6
1991/11/1,Kansas,4.2
1991/11/1,Kentucky,7.2
1991/11/1,Louisiana,7.3
1991/11/1,Maine,7.5
1991/11/1,Maryland,6.1
1991/11/1,Massachusetts,9.1
1991/11/1,Michigan,9.3
1991/11/1,Minnesota,5
1991/11/1,Mississippi,8
1991/11/1,Missouri,6.3
1991/11/1,Montana,6.9
1991/11/1,Nebraska,2.7
1991/11/1,Nevada,6.2
1991/11/1,New Hampshire,7
1991/11/1,New Jersey,7.3
1991/11/1,New Mexico,7.2
1991/11/1,New York,7.8
1991/11/1,North Carolina,6
1991/11/1,North Dakota,4.3
1991/11/1,Ohio,6.6
1991/11/1,Oklahoma,6
1991/11/1,Oregon,6.8
1991/11/1,Pennsylvania,7.1
1991/11/1,Rhode Island,8.8
1991/11/1,South Carolina,6.6
1991/11/1,South Dakota,3.4
1991/11/1,Tennessee,6.8
1991/11/1,Texas,7.3
1991/11/1,Utah,4.8
1991/11/1,Vermont,6
1991/11/1,Virginia,6
1991/11/1,Washington,6.5
1991/11/1,West Virginia,11.2
1991/11/1,Wisconsin,5.1
1991/11/1,Wyoming,5.1
1991/12/1,Alabama,7.4
1991/12/1,Alaska,9
1991/12/1,Arizona,7.4
1991/12/1,Arkansas,7.3
1991/12/1,California,8.4
1991/12/1,Colorado,5.7
1991/12/1,Connecticut,7.1
1991/12/1,Delaware,5.4
1991/12/1,District of Columbia,8.3
1991/12/1,Florida,8.3
1991/12/1,Georgia,5.2
1991/12/1,Hawaii,3.2
1991/12/1,Idaho,6.4
1991/12/1,Illinois,8.4
1991/12/1,Indiana,5.7
1991/12/1,Iowa,4.7
1991/12/1,Kansas,4.2
1991/12/1,Kentucky,7.2
1991/12/1,Louisiana,7.4
1991/12/1,Maine,7.6
1991/12/1,Maryland,6.3
1991/12/1,Massachusetts,9.1
1991/12/1,Michigan,9.4
1991/12/1,Minnesota,5
1991/12/1,Mississippi,8
1991/12/1,Missouri,6.2
1991/12/1,Montana,6.9
1991/12/1,Nebraska,2.8
1991/12/1,Nevada,6.4
1991/12/1,New Hampshire,7.1
1991/12/1,New Jersey,7.6
1991/12/1,New Mexico,7.2
1991/12/1,New York,8
1991/12/1,North Carolina,6.2
1991/12/1,North Dakota,4.4
1991/12/1,Ohio,6.7
1991/12/1,Oklahoma,6
1991/12/1,Oregon,7.1
1991/12/1,Pennsylvania,7.3
1991/12/1,Rhode Island,9
1991/12/1,South Carolina,6.7
1991/12/1,South Dakota,3.4
1991/12/1,Tennessee,6.8
1991/12/1,Texas,7.4
1991/12/1,Utah,4.9
1991/12/1,Vermont,6.1
1991/12/1,Virginia,6.2
1991/12/1,Washington,6.7
1991/12/1,West Virginia,11.3
1991/12/1,Wisconsin,5.1
1991/12/1,Wyoming,5.3
1992/1/1,Alabama,7.5
1992/1/1,Alaska,9.1
1992/1/1,Arizona,7.6
1992/1/1,Arkansas,7.3
1992/1/1,California,8.6
1992/1/1,Colorado,5.8
1992/1/1,Connecticut,7.2
1992/1/1,Delaware,5.4
1992/1/1,District of Columbia,8.4
1992/1/1,Florida,8.3
1992/1/1,Georgia,5.3
1992/1/1,Hawaii,3.4
1992/1/1,Idaho,6.5
1992/1/1,Illinois,8.4
1992/1/1,Indiana,5.8
1992/1/1,Iowa,4.7
1992/1/1,Kansas,4.2
1992/1/1,Kentucky,7.1
1992/1/1,Louisiana,7.5
1992/1/1,Maine,7.7
1992/1/1,Maryland,6.5
1992/1/1,Massachusetts,9
1992/1/1,Michigan,9.5
1992/1/1,Minnesota,5
1992/1/1,Mississippi,8.1
1992/1/1,Missouri,6.2
1992/1/1,Montana,6.9
1992/1/1,Nebraska,2.8
1992/1/1,Nevada,6.5
1992/1/1,New Hampshire,7.1
1992/1/1,New Jersey,7.7
1992/1/1,New Mexico,7.3
1992/1/1,New York,8.2
1992/1/1,North Carolina,6.3
1992/1/1,North Dakota,4.4
1992/1/1,Ohio,6.9
1992/1/1,Oklahoma,6.1
1992/1/1,Oregon,7.2
1992/1/1,Pennsylvania,7.4
1992/1/1,Rhode Island,9.1
1992/1/1,South Carolina,6.7
1992/1/1,South Dakota,3.4
1992/1/1,Tennessee,6.8
1992/1/1,Texas,7.5
1992/1/1,Utah,4.9
1992/1/1,Vermont,6.2
1992/1/1,Virginia,6.3
1992/1/1,Washington,6.8
1992/1/1,West Virginia,11.4
1992/1/1,Wisconsin,5
1992/1/1,Wyoming,5.4
1992/2/1,Alabama,7.5
1992/2/1,Alaska,9.2
1992/2/1,Arizona,7.8
1992/2/1,Arkansas,7.3
1992/2/1,California,8.8
1992/2/1,Colorado,5.9
1992/2/1,Connecticut,7.3
1992/2/1,Delaware,5.4
1992/2/1,District of Columbia,8.4
1992/2/1,Florida,8.4
1992/2/1,Georgia,7.4
1992/2/1,Hawaii,3.6
1992/2/1,Idaho,6.5
1992/2/1,Illinois,8.4
1992/2/1,Indiana,5.9
1992/2/1,Iowa,4.6
1992/2/1,Kansas,4.3
1992/2/1,Kentucky,7.1
1992/2/1,Louisiana,7.6
1992/2/1,Maine,7.8
1992/2/1,Maryland,6.7
1992/2/1,Massachusetts,9
1992/2/1,Michigan,9.5
1992/2/1,Minnesota,5
1992/2/1,Mississippi,8.1
1992/2/1,Missouri,6.2
1992/2/1,Montana,6.8
1992/2/1,Nebraska,2.8
1992/2/1,Nevada,6.6
1992/2/1,New Hampshire,7.2
1992/2/1,New Jersey,7.9
1992/2/1,New Mexico,7.4
1992/2/1,New York,8.4
1992/2/1,North Carolina,6.4
1992/2/1,North Dakota,4.5
1992/2/1,Ohio,7.1
1992/2/1,Oklahoma,6.1
1992/2/1,Oregon,7.3
1992/2/1,Pennsylvania,7.4
1992/2/1,Rhode Island,9.1
1992/2/1,South Carolina,6.7
1992/2/1,South Dakota,3.4
1992/2/1,Tennessee,6.7
1992/2/1,Texas,7.6
1992/2/1,Utah,5
1992/2/1,Vermont,6.2
1992/2/1,Virginia,6.4
1992/2/1,Washington,6.9
1992/2/1,West Virginia,11.4
1992/2/1,Wisconsin,5
1992/2/1,Wyoming,5.5
1992/3/1,Alabama,7.6
1992/3/1,Alaska,9.1
1992/3/1,Arizona,7.8
1992/3/1,Arkansas,7.2
1992/3/1,California,8.9
1992/3/1,Colorado,6
1992/3/1,Connecticut,7.3
1992/3/1,Delaware,5.4
1992/3/1,District of Columbia,8.5
1992/3/1,Florida,8.5
1992/3/1,Georgia,7.3
1992/3/1,Hawaii,3.7
1992/3/1,Idaho,6.5
1992/3/1,Illinois,8.4
1992/3/1,Indiana,6.1
1992/3/1,Iowa,4.6
1992/3/1,Kansas,4.4
1992/3/1,Kentucky,7
1992/3/1,Louisiana,7.8
1992/3/1,Maine,7.7
1992/3/1,Maryland,6.7
1992/3/1,Massachusetts,9
1992/3/1,Michigan,9.5
1992/3/1,Minnesota,5
1992/3/1,Mississippi,8.2
1992/3/1,Missouri,6.3
1992/3/1,Montana,6.8
1992/3/1,Nebraska,2.8
1992/3/1,Nevada,6.7
1992/3/1,New Hampshire,7.2
1992/3/1,New Jersey,8.1
1992/3/1,New Mexico,7.4
1992/3/1,New York,8.5
1992/3/1,North Carolina,6.4
1992/3/1,North Dakota,4.6
1992/3/1,Ohio,7.3
1992/3/1,Oklahoma,6.1
1992/3/1,Oregon,7.4
1992/3/1,Pennsylvania,7.5
1992/3/1,Rhode Island,9.2
1992/3/1,South Carolina,6.7
1992/3/1,South Dakota,3.4
1992/3/1,Tennessee,6.6
1992/3/1,Texas,7.7
1992/3/1,Utah,5
1992/3/1,Vermont,6.3
1992/3/1,Virginia,6.4
1992/3/1,Washington,6.9
1992/3/1,West Virginia,11.4
1992/3/1,Wisconsin,4.9
1992/3/1,Wyoming,5.5
1992/4/1,Alabama,7.6
1992/4/1,Alaska,9.1
1992/4/1,Arizona,7.8
1992/4/1,Arkansas,7.2
1992/4/1,California,9.1
1992/4/1,Colorado,6.1
1992/4/1,Connecticut,7.4
1992/4/1,Delaware,5.4
1992/4/1,District of Columbia,8.5
1992/4/1,Florida,8.5
1992/4/1,Georgia,7.1
1992/4/1,Hawaii,3.9
1992/4/1,Idaho,6.5
1992/4/1,Illinois,8.3
1992/4/1,Indiana,6.2
1992/4/1,Iowa,4.6
1992/4/1,Kansas,4.5
1992/4/1,Kentucky,6.9
1992/4/1,Louisiana,7.9
1992/4/1,Maine,7.6
1992/4/1,Maryland,6.7
1992/4/1,Massachusetts,8.9
1992/4/1,Michigan,9.5
1992/4/1,Minnesota,5
1992/4/1,Mississippi,8.2
1992/4/1,Missouri,6.3
1992/4/1,Montana,6.8
1992/4/1,Nebraska,2.8
1992/4/1,Nevada,6.8
1992/4/1,New Hampshire,7.3
1992/4/1,New Jersey,8.3
1992/4/1,New Mexico,7.4
1992/4/1,New York,8.7
1992/4/1,North Carolina,6.4
1992/4/1,North Dakota,4.6
1992/4/1,Ohio,7.5
1992/4/1,Oklahoma,6.1
1992/4/1,Oregon,7.3
1992/4/1,Pennsylvania,7.5
1992/4/1,Rhode Island,9.2
1992/4/1,South Carolina,6.7
1992/4/1,South Dakota,3.4
1992/4/1,Tennessee,6.6
1992/4/1,Texas,7.7
1992/4/1,Utah,5
1992/4/1,Vermont,6.3
1992/4/1,Virginia,6.4
1992/4/1,Washington,7
1992/4/1,West Virginia,11.4
1992/4/1,Wisconsin,5
1992/4/1,Wyoming,5.5
1992/5/1,Alabama,7.6
1992/5/1,Alaska,9.1
1992/5/1,Arizona,7.8
1992/5/1,Arkansas,7.1
1992/5/1,California,9.2
1992/5/1,Colorado,6.2
1992/5/1,Connecticut,7.4
1992/5/1,Delaware,5.4
1992/5/1,District of Columbia,8.5
1992/5/1,Florida,8.5
1992/5/1,Georgia,7
1992/5/1,Hawaii,4
1992/5/1,Idaho,6.5
1992/5/1,Illinois,8.2
1992/5/1,Indiana,6.3
1992/5/1,Iowa,4.5
1992/5/1,Kansas,4.5
1992/5/1,Kentucky,6.9
1992/5/1,Louisiana,8
1992/5/1,Maine,7.4
1992/5/1,Maryland,6.7
1992/5/1,Massachusetts,8.9
1992/5/1,Michigan,9.4
1992/5/1,Minnesota,5
1992/5/1,Mississippi,8.2
1992/5/1,Missouri,6.3
1992/5/1,Montana,6.7
1992/5/1,Nebraska,2.9
1992/5/1,Nevada,6.8
1992/5/1,New Hampshire,7.3
1992/5/1,New Jersey,8.6
1992/5/1,New Mexico,7.4
1992/5/1,New York,8.8
